,School Name,School ID,Network,Category,Category Breakdown,Grade,Year,Read,Math,Science,English,Composite,Read.1,Math.1,Science.1,English.1,Composite.1,Community
7435,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,Other,11th Grade,2014.0,,,,,,1,1,1,1,1,21
7436,YCCS - ASPIRA PANTOJA,400125.0,Options,Race,Black,11th Grade,2014.0,,,,,,1,1,1,1,1,21
7444,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,White,11th Grade,2014.0,,,,,,2,2,2,2,2,23
7445,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Asian / Pacific,11th Grade,2014.0,,,,,,1,1,1,1,1,23
7446,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Black,11th Grade,2014.0,14.6,14.9,14.6,12.9,14.2,16,16,16,16,16,23
7447,YCCS - ASSOCIATION HOUSE,400126.0,Options,Race,Hispanic,11th Grade,2014.0,15.6,15.5,15.4,13.4,15.0,60,61,60,61,60,23
7454,YCCS - AUSTIN CAREER,400127.0,Options,Race,Black,11th Grade,2014.0,13.9,14.7,13.4,12.0,13.5,54,54,54,54,54,25
7455,YCCS - AUSTIN CAREER,400127.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,2,2,2,2,2,25
7456,YCCS - AUSTIN CAREER,400127.0,Options,Race,Other,11th Grade,2014.0,,,,,,1,1,1,1,1,25
7463,YCCS - CAMPOS,400131.0,Options,Race,White,11th Grade,2014.0,,,,,,2,2,2,2,2,24
7464,YCCS - CAMPOS,400131.0,Options,Race,Hispanic,11th Grade,2014.0,14.9,15.0,14.8,12.9,14.4,61,61,61,61,61,24
7465,YCCS - CAMPOS,400131.0,Options,Race,Black,11th Grade,2014.0,14.4,15.4,15.2,11.9,14.2,14,14,14,14,14,24
7473,YCCS - CCA ACADEMY,400128.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,1,1,1,1,1,29
7474,YCCS - CCA ACADEMY,400128.0,Options,Race,Black,11th Grade,2014.0,13.9,14.6,14.1,11.3,13.5,39,39,39,39,39,29
7479,YCCS - CHATHAM,400150.0,Options,Race,Black,11th Grade,2014.0,13.7,14.5,15.8,12.1,14.1,45,48,45,48,45,44
7480,YCCS - CHATHAM,400150.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,1,1,1,1,1,44
7486,YCCS - HOUSTON,400129.0,Options,Race,Black,11th Grade,2014.0,14.1,16.1,13.8,13.5,14.4,19,19,19,19,19,38
7492,YCCS - INNOVATIONS,400133.0,Options,Race,Black,11th Grade,2014.0,14.5,15.3,14.5,13.5,14.5,56,56,56,56,56,37
7493,YCCS - INNOVATIONS,400133.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,3,3,3,3,3,37
7502,YCCS - LATINO YOUTH,400135.0,Options,Race,Hispanic,11th Grade,2014.0,15.1,15.2,15.2,13.6,14.8,81,81,81,81,81,30
7503,YCCS - LATINO YOUTH,400135.0,Options,Race,Black,11th Grade,2014.0,,,,,,8,8,8,8,8,30
7504,YCCS - LATINO YOUTH,400135.0,Options,Race,White,11th Grade,2014.0,,,,,,1,1,1,1,1,30
7512,YCCS - MCKINLEY,400124.0,Options,Race,Black,11th Grade,2014.0,14.1,14.9,14.1,11.6,13.7,44,44,44,44,44,35
7518,YCCS - OLIVE HARVEY,400136.0,Options,Race,Black,11th Grade,2014.0,14.4,15.0,14.4,13.4,14.3,39,39,39,39,39,50
7519,YCCS - OLIVE HARVEY,400136.0,Options,Race,White,11th Grade,2014.0,,,,,,1,1,1,1,1,50
7520,YCCS - OLIVE HARVEY,400136.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,2,2,2,2,2,50
7525,YCCS - SCHOLASTIC ACHIEVEMENT,400123.0,Options,Race,Black,11th Grade,2014.0,14.6,15.0,13.4,12.4,13.8,40,40,40,40,40,25
7533,YCCS - SULLIVAN,400139.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,4,4,4,4,4,45
7534,YCCS - SULLIVAN,400139.0,Options,Race,Black,11th Grade,2014.0,13.1,14.5,13.7,11.8,13.3,116,116,116,116,116,45
7535,YCCS - SULLIVAN,400139.0,Options,Race,Other,11th Grade,2014.0,,,,,,1,1,1,1,1,45
7543,YCCS - TRUMAN,400141.0,Options,Race,White,11th Grade,2014.0,,,,,,3,3,3,3,3,3
7544,YCCS - TRUMAN,400141.0,Options,Race,Other,11th Grade,2014.0,,,,,,1,1,1,1,1,3
7545,YCCS - TRUMAN,400141.0,Options,Race,Asian / Pacific,11th Grade,2014.0,,,,,,1,1,1,1,1,3
7546,YCCS - TRUMAN,400141.0,Options,Race,Black,11th Grade,2014.0,17.9,16.7,15.7,15.2,16.4,23,23,23,23,23,3
7547,YCCS - TRUMAN,400141.0,Options,Race,Hispanic,11th Grade,2014.0,15.8,16.3,15.4,13.6,15.3,26,26,26,26,26,3
7560,YCCS - VIRTUAL,400142.0,Options,Race,Hispanic,11th Grade,2014.0,15.3,15.5,13.6,14.6,14.8,13,13,13,13,13,28
7561,YCCS - VIRTUAL,400142.0,Options,Race,Other,11th Grade,2014.0,,,,,,2,2,2,2,2,28
7562,YCCS - VIRTUAL,400142.0,Options,Race,Black,11th Grade,2014.0,14.6,14.2,14.1,12.6,13.9,21,21,21,21,21,28
7563,YCCS - VIRTUAL,400142.0,Options,Race,White,11th Grade,2014.0,,,,,,1,1,1,1,1,28
7570,YCCS - WEST TOWN,400143.0,Options,Race,Black,11th Grade,2014.0,14.1,15.0,13.8,12.4,13.8,48,48,48,48,48,23
7571,YCCS - WEST TOWN,400143.0,Options,Race,White,11th Grade,2014.0,,,,,,1,1,1,1,1,23
7572,YCCS - WEST TOWN,400143.0,Options,Race,Hispanic,11th Grade,2014.0,15.3,15.4,14.8,13.8,14.8,24,24,24,24,24,23
7580,YCCS - WESTSIDE HOLISTIC,400144.0,Options,Race,Black,11th Grade,2014.0,14.4,15.3,15.2,12.5,14.4,51,51,51,51,51,25
7581,YCCS - WESTSIDE HOLISTIC,400144.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,4,4,4,4,4,25
7588,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Hispanic,11th Grade,2014.0,,,,,,2,2,2,2,2,35
7589,YCCS - YOUTH CONNECTION,400145.0,Options,Race,Black,11th Grade,2014.0,14.8,15.2,14.7,13.5,14.5,74,74,74,74,74,35
7598,YCCS - YOUTH DEVELOPMENT,400130.0,Options,Race,Black,11th Grade,2014.0,13.2,14.7,14.5,11.1,13.4,41,41,41,41,41,71
7671,YOUNG HS,609755.0,ISP,Race,Asian / Pacific,11th Grade,2014.0,28.1,30.5,28.4,28.7,28.9,62,62,62,62,62,28
7672,YOUNG HS,609755.0,ISP,Race,Hispanic,11th Grade,2014.0,26.0,25.7,25.0,25.7,25.6,120,120,120,120,120,28
7673,YOUNG HS,609755.0,ISP,Race,Other,11th Grade,2014.0,29.9,28.4,28.5,28.7,28.9,24,24,24,24,24,28
7674,YOUNG HS,609755.0,ISP,Race,White,11th Grade,2014.0,29.5,28.2,27.3,30.5,28.9,139,139,139,139,139,28
7675,YOUNG HS,609755.0,ISP,Race,Black,11th Grade,2014.0,25.6,24.2,23.9,25.3,24.7,127,127,127,127,127,28
7735,YOUNG WOMENS HS,400087.0,Charter,Race,White,11th Grade,2014.0,,,,,,2,2,2,2,2,35
7736,YOUNG WOMENS HS,400087.0,Charter,Race,Other,11th Grade,2014.0,,,,,,1,1,1,1,1,35
7737,YOUNG WOMENS HS,400087.0,Charter,Race,Black,11th Grade,2014.0,16.4,16.7,16.2,16.0,16.3,41,41,41,41,41,35
7738,YOUNG WOMENS HS,400087.0,Charter,Race,Native American,11th Grade,2014.0,,,,,,1,1,1,1,1,35
7739,YOUNG WOMENS HS,400087.0,Charter,Race,Hispanic,11th Grade,2014.0,,,,,,2,2,2,2,2,35
7762,ACE TECH HS,400010.0,Charter,Gender,Male,11th Grade,2014.0,14.9,16.1,15.7,13.5,15.0,55,55,55,55,55,40
7763,ACE TECH HS,400010.0,Charter,Gender,Female,11th Grade,2014.0,16.0,16.0,16.0,14.2,15.5,35,35,35,35,35,40
7772,AIR FORCE HS,610513.0,Service Leadership Academies,Gender,Female,11th Grade,2014.0,19.2,17.9,19.0,19.4,18.9,40,40,40,40,40,34
7773,AIR FORCE HS,610513.0,Service Leadership Academies,Gender,Male,11th Grade,2014.0,17.9,17.6,18.6,18.6,18.2,61,61,61,61,61,34
7782,ALCOTT HS,610524.0,Network 4,Gender,Female,11th Grade,2014.0,16.7,17.8,18.1,17.3,17.5,24,24,24,24,24,5
7783,ALCOTT HS,610524.0,Network 4,Gender,Male,11th Grade,2014.0,17.8,17.6,18.7,17.9,18.0,26,26,26,26,26,5
7818,AMUNDSEN HS,609695.0,Network 2,Gender,Male,11th Grade,2014.0,16.5,17.4,17.5,16.1,16.9,139,139,139,139,139,4
7819,AMUNDSEN HS,609695.0,Network 2,Gender,Female,11th Grade,2014.0,17.6,17.0,17.2,16.6,17.1,124,124,124,124,124,4
7834,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Female,11th Grade,2014.0,16.1,16.0,16.8,14.0,15.7,45,45,45,45,45,21
7835,ASPIRA - EARLY COLLEGE HS,400013.0,Charter,Gender,Male,11th Grade,2014.0,15.0,16.0,16.4,12.7,15.0,54,54,54,54,54,21
7856,ASPIRA CHTR - RAMIREZ HS,400015.0,,Gender,Male,11th Grade,2014.0,14.5,16.2,16.4,13.2,15.1,32,32,32,32,32,24
7857,ASPIRA CHTR - RAMIREZ HS,400015.0,,Gender,Female,11th Grade,2014.0,15.9,16.3,16.4,14.6,15.8,38,38,38,38,38,24
7868,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Female,11th Grade,2014.0,13.9,15.3,14.2,13.6,14.3,27,27,27,27,27,25
7869,AUSTIN BUS & ENTRP HS,400018.0,Network 3,Gender,Male,11th Grade,2014.0,15.1,15.7,15.1,12.9,14.7,23,23,23,23,23,25
7882,AUSTIN POLY HS,610501.0,Network 3,Gender,Male,11th Grade,2014.0,14.2,15.4,14.1,12.3,14.0,31,31,31,31,31,25
7883,AUSTIN POLY HS,610501.0,Network 3,Gender,Female,11th Grade,2014.0,13.9,15.3,13.8,12.3,13.9,12,12,12,12,12,25
7896,BANNER WEST HS,610555.0,Options,Gender,Male,11th Grade,2014.0,13.5,15.1,13.3,11.7,13.4,29,30,29,30,29,25
7897,BANNER WEST HS,610555.0,Options,Gender,Female,11th Grade,2014.0,13.9,14.6,14.3,11.7,13.6,37,37,37,37,37,25
7931,BOGAN HS,609698.0,Network 10,Gender,Male,11th Grade,2014.0,15.5,15.9,16.2,14.6,15.6,150,151,150,151,150,70
7932,BOGAN HS,609698.0,Network 10,Gender,Female,11th Grade,2014.0,15.9,15.7,16.1,15.0,15.7,156,156,156,156,156,70
7951,BOWEN HS,610323.0,Network 12,Gender,Female,11th Grade,2014.0,15.0,15.6,14.8,14.6,15.1,38,39,38,39,38,46
7952,BOWEN HS,610323.0,Network 12,Gender,Male,11th Grade,2014.0,13.9,15.9,15.3,13.4,14.6,43,43,43,43,43,46
7969,BRONZEVILLE HS,610381.0,Network 9,Gender,Male,11th Grade,2014.0,16.6,16.2,17.0,16.3,16.5,43,43,43,43,43,38
7970,BRONZEVILLE HS,610381.0,Network 9,Gender,Female,11th Grade,2014.0,16.3,16.0,16.4,16.6,16.4,75,75,75,75,75,38
8001,BROOKS HS,609726.0,ISP,Gender,Male,11th Grade,2014.0,23.9,22.9,23.3,24.2,23.6,65,65,65,65,65,49
8002,BROOKS HS,609726.0,ISP,Gender,Female,11th Grade,2014.0,23.8,21.2,22.0,24.2,22.8,111,111,111,111,111,49
8009,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,Gender,Female,11th Grade,2014.0,14.7,14.7,14.3,12.2,14.0,38,38,38,38,38,75
8010,CAMELOT - CHICAGO EXCEL HS,400147.0,Options,Gender,Male,11th Grade,2014.0,13.8,14.7,14.4,11.5,13.6,40,40,40,40,40,75
8015,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,Gender,Male,11th Grade,2014.0,13.7,14.9,14.0,11.5,13.5,22,22,22,22,22,68
8016,CAMELOT - EXCEL ENGLEWOOD HS,610565.0,Options,Gender,Female,11th Grade,2014.0,14.0,14.6,13.6,11.4,13.4,25,25,25,25,25,68
8030,CAMELOT SAFE HS,610573.0,Options,Gender,Male,11th Grade,2014.0,,,,,,2,2,2,2,2,32
8031,CAMELOT SAFE HS,610573.0,Options,Gender,Female,11th Grade,2014.0,,,,,,1,1,1,1,1,32
8060,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Female,11th Grade,2014.0,17.0,16.8,17.6,17.0,17.1,64,64,64,64,64,54
8061,CARVER MILITARY HS,609760.0,Service Leadership Academies,Gender,Male,11th Grade,2014.0,17.2,17.6,18.4,16.4,17.4,48,48,48,48,48,54
8066,CATALYST - MARIA,400115.0,Charter,Gender,Female,11th Grade,2014.0,17.3,16.8,17.8,19.0,17.8,26,26,26,26,26,0
8067,CATALYST - MARIA,400115.0,Charter,Gender,Male,11th Grade,2014.0,,,,,,9,9,9,9,9,0
8076,CHGO TALENT CHTR HS,400093.0,,Gender,Female,11th Grade,2014.0,15.5,16.2,15.8,14.1,15.4,24,24,24,24,24,28
8077,CHGO TALENT CHTR HS,400093.0,,Gender,Male,11th Grade,2014.0,14.0,15.4,13.8,11.1,13.6,13,13,13,13,13,28
8092,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Male,11th Grade,2014.0,17.7,18.4,19.0,17.8,18.2,46,46,46,46,46,17
8093,CHICAGO ACADEMY HS,610340.0,AUSL,Gender,Female,11th Grade,2014.0,17.5,17.5,17.5,17.4,17.5,74,74,74,74,74,17
8124,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Female,11th Grade,2014.0,20.5,19.7,20.4,20.7,20.3,52,52,52,52,52,74
8125,CHICAGO AGRICULTURE HS,609753.0,Network 10,Gender,Male,11th Grade,2014.0,20.1,19.8,21.0,20.2,20.3,59,59,59,59,59,74
8134,CHICAGO ARTS HS,400022.0,Contract,Gender,Female,11th Grade,2014.0,20.8,18.6,20.2,21.2,20.2,74,74,74,74,74,35
8135,CHICAGO ARTS HS,400022.0,Contract,Gender,Male,11th Grade,2014.0,19.8,18.9,20.3,20.3,19.8,53,53,53,53,53,35
8152,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Male,11th Grade,2014.0,18.3,20.4,20.2,18.4,19.3,40,40,40,40,40,1
8153,CHICAGO MATH & SCIENCE HS,400035.0,Charter,Gender,Female,11th Grade,2014.0,20.4,19.7,19.5,20.2,19.9,35,35,35,35,35,1
8182,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Female,11th Grade,2014.0,17.5,16.7,18.1,18.1,17.6,35,35,35,35,35,35
8183,CHICAGO MILITARY HS,609754.0,Service Leadership Academies,Gender,Male,11th Grade,2014.0,16.2,17.3,18.8,18.5,17.7,24,24,24,24,24,35
8192,CHICAGO TECH HS,400091.0,Contract,Gender,Female,11th Grade,2014.0,15.7,15.6,15.1,13.8,15.1,34,34,34,34,34,28
8193,CHICAGO TECH HS,400091.0,Contract,Gender,Male,11th Grade,2014.0,16.9,17.2,17.8,15.8,16.9,45,45,45,45,45,28
8206,CHICAGO VIRTUAL,400036.0,Charter,Gender,Male,11th Grade,2014.0,17.8,16.9,17.0,17.6,17.3,14,14,14,14,14,28
8207,CHICAGO VIRTUAL,400036.0,Charter,Gender,Female,11th Grade,2014.0,21.6,17.4,17.4,21.5,19.5,23,23,23,23,23,28
8238,CHICAGO VOCATIONAL HS,609674.0,Network 12,Gender,Male,11th Grade,2014.0,14.0,14.9,14.3,12.9,14.0,62,62,62,62,62,45
8239,CHICAGO VOCATIONAL HS,609674.0,Network 12,Gender,Female,11th Grade,2014.0,14.4,15.3,15.5,14.1,14.8,82,82,82,82,82,45
8244,CICS - CHICAGOQUEST HS,400113.0,Charter,Gender,Male,11th Grade,2014.0,,,,,,3,3,3,3,3,8
8245,CICS - CHICAGOQUEST HS,400113.0,Charter,Gender,Female,11th Grade,2014.0,,,,,,1,1,1,1,1,8
8260,CICS - ELLISON HS,400032.0,Charter,Gender,Male,11th Grade,2014.0,16.1,16.3,17.4,16.2,16.5,41,41,41,41,41,71
8261,CICS - ELLISON HS,400032.0,Charter,Gender,Female,11th Grade,2014.0,16.9,16.3,16.6,17.0,16.7,81,81,81,81,81,71
8272,CICS - HAWKINS HS,400108.0,Charter,Gender,Female,11th Grade,2014.0,14.2,15.1,15.1,13.3,14.4,32,32,32,32,32,54
8273,CICS - HAWKINS HS,400108.0,Charter,Gender,Male,11th Grade,2014.0,13.5,15.7,15.5,14.0,14.7,25,25,25,25,25,54
8304,CICS - LONGWOOD,400033.0,Charter,Gender,Male,11th Grade,2014.0,15.3,16.3,16.6,14.5,15.7,34,34,34,34,34,73
8305,CICS - LONGWOOD,400033.0,Charter,Gender,Female,11th Grade,2014.0,16.9,15.9,16.7,16.0,16.4,41,41,41,41,41,73
8330,CICS - NORTHTOWN HS,400034.0,Charter,Gender,Female,11th Grade,2014.0,20.3,18.8,19.9,21.4,20.1,85,85,85,85,85,13
8331,CICS - NORTHTOWN HS,400034.0,Charter,Gender,Male,11th Grade,2014.0,19.0,19.2,20.0,20.3,19.6,95,95,95,95,95,13
8356,CLARK HS,610244.0,Network 3,Gender,Male,11th Grade,2014.0,15.8,15.8,17.9,15.0,16.1,48,48,48,48,48,25
8357,CLARK HS,610244.0,Network 3,Gender,Female,11th Grade,2014.0,17.3,15.9,18.1,15.8,16.8,67,67,67,67,67,25
8388,CLEMENTE HS,609759.0,Network 5,Gender,Male,11th Grade,2014.0,14.6,15.5,15.1,13.4,14.7,88,88,88,88,88,24
8389,CLEMENTE HS,609759.0,Network 5,Gender,Female,11th Grade,2014.0,15.5,15.5,15.4,14.7,15.3,93,93,93,93,93,24
8402,COLLINS HS,610499.0,AUSL,Gender,Male,11th Grade,2014.0,13.7,15.3,15.0,12.0,14.0,28,28,28,28,28,29
8403,COLLINS HS,610499.0,AUSL,Gender,Female,11th Grade,2014.0,15.6,15.3,14.2,13.0,14.5,39,39,39,39,39,29
8418,COMMUNITY SERVICES WEST HS,400038.0,Options,Gender,Male,11th Grade,2014.0,,,,,,6,6,6,6,6,29
8419,COMMUNITY SERVICES WEST HS,400038.0,Options,Gender,Female,11th Grade,2014.0,14.0,14.4,13.0,12.7,13.6,23,23,23,23,23,29
8450,CORLISS HS,609761.0,Network 13,Gender,Female,11th Grade,2014.0,15.3,15.2,15.6,14.0,15.0,50,50,50,50,50,50
8451,CORLISS HS,609761.0,Network 13,Gender,Male,11th Grade,2014.0,14.9,15.0,15.4,12.6,14.5,48,48,48,48,48,50
8482,CRANE HS,609702.0,,Gender,Female,11th Grade,2014.0,14.9,15.2,14.7,12.5,14.3,27,27,27,27,27,28
8483,CRANE HS,609702.0,,Gender,Male,11th Grade,2014.0,14.5,15.4,15.0,13.2,14.5,23,23,23,23,23,28
8513,CURIE HS,609756.0,Network 8,Gender,Female,11th Grade,2014.0,18.1,18.1,17.9,17.3,17.8,308,308,308,308,308,57
8514,CURIE HS,609756.0,Network 8,Gender,Male,11th Grade,2014.0,17.2,18.2,18.3,16.6,17.6,316,316,316,316,316,57
8535,DEVRY HS,610402.0,Network 4,Gender,Female,11th Grade,2014.0,21.3,20.0,20.6,22.7,21.1,34,34,34,34,34,5
8536,DEVRY HS,610402.0,Network 4,Gender,Male,11th Grade,2014.0,20.9,20.9,21.1,20.9,20.9,64,64,64,64,64,5
8559,DOUGLASS HS,610245.0,Network 3,Gender,Female,11th Grade,2014.0,15.4,15.2,16.0,13.5,15.0,33,33,33,33,33,25
8560,DOUGLASS HS,610245.0,Network 3,Gender,Male,11th Grade,2014.0,15.9,15.5,15.7,14.8,15.5,26,26,26,26,26,25
8591,DUNBAR HS,609676.0,Network 9,Gender,Male,11th Grade,2014.0,14.8,15.4,15.0,13.4,14.7,115,115,115,115,115,35
8592,DUNBAR HS,609676.0,Network 9,Gender,Female,11th Grade,2014.0,15.1,15.1,14.9,14.0,14.8,147,147,147,147,147,35
8621,DYETT HS,609736.0,,Gender,Male,11th Grade,2014.0,14.8,14.8,13.9,12.1,13.9,13,13,13,13,13,40
8622,DYETT HS,609736.0,,Gender,Female,11th Grade,2014.0,14.5,15.3,14.4,13.3,14.3,11,11,11,11,11,40
8627,EPIC HS,400094.0,Charter,Gender,Male,11th Grade,2014.0,15.3,15.8,17.4,14.6,15.8,49,49,49,49,49,46
8628,EPIC HS,400094.0,Charter,Gender,Female,11th Grade,2014.0,16.8,16.3,17.4,16.2,16.7,61,61,61,61,61,46
8659,FARRAGUT HS,609704.0,Network 7,Gender,Male,11th Grade,2014.0,15.1,16.9,15.9,14.5,15.6,120,120,120,120,120,30
8660,FARRAGUT HS,609704.0,Network 7,Gender,Female,11th Grade,2014.0,16.1,16.6,16.1,15.4,16.0,117,117,117,117,117,30
8691,FENGER HS,609705.0,Network 13,Gender,Male,11th Grade,2014.0,13.9,14.9,14.1,12.0,13.7,41,41,41,41,41,49
8692,FENGER HS,609705.0,Network 13,Gender,Female,11th Grade,2014.0,15.4,15.1,14.7,14.5,14.9,48,48,48,48,48,49
8703,FORD HS,400042.0,,Gender,Male,11th Grade,2014.0,17.1,17.4,17.2,18.2,17.5,36,36,36,36,36,29
8704,FORD HS,400042.0,,Gender,Female,11th Grade,2014.0,16.7,16.5,17.0,18.0,17.0,57,57,57,57,57,29
8731,FOREMAN HS,609708.0,Network 3,Gender,Male,11th Grade,2014.0,15.0,17.2,17.2,14.6,16.0,150,151,151,150,150,15
8732,FOREMAN HS,609708.0,Network 3,Gender,Female,11th Grade,2014.0,15.7,16.5,16.6,14.4,15.8,130,130,130,130,130,15
8763,GAGE PARK HS,609709.0,Network 8,Gender,Male,11th Grade,2014.0,15.6,15.9,16.4,15.1,15.8,67,67,67,67,67,63
8764,GAGE PARK HS,609709.0,Network 8,Gender,Female,11th Grade,2014.0,15.1,15.3,16.0,15.0,15.3,71,71,71,71,71,63
8799,HANCOCK HS,609694.0,Network 8,Gender,Female,11th Grade,2014.0,17.5,16.2,17.5,16.8,17.0,133,133,133,133,133,62
8800,HANCOCK HS,609694.0,Network 8,Gender,Male,11th Grade,2014.0,16.8,17.4,18.2,16.9,17.4,111,112,111,112,111,62
8831,HARLAN HS,609710.0,Network 12,Gender,Male,11th Grade,2014.0,15.1,15.6,16.2,14.9,15.5,86,86,86,86,86,49
8832,HARLAN HS,609710.0,Network 12,Gender,Female,11th Grade,2014.0,15.4,15.5,15.4,15.1,15.3,87,87,87,87,87,49
8863,HARPER HS,609711.0,Network 11,Gender,Male,11th Grade,2014.0,13.9,15.2,15.0,12.2,14.1,59,59,59,59,59,67
8864,HARPER HS,609711.0,Network 11,Gender,Female,11th Grade,2014.0,13.8,14.8,14.1,12.8,13.9,52,52,51,52,51,67
8893,HIRSCH HS,609712.0,Network 12,Gender,Female,11th Grade,2014.0,15.4,15.5,15.7,13.4,15.0,32,32,32,32,32,69
8894,HIRSCH HS,609712.0,Network 12,Gender,Male,11th Grade,2014.0,14.5,15.0,14.3,11.9,13.9,31,31,31,31,31,69
8925,HOPE HS,609768.0,Network 11,Gender,Male,11th Grade,2014.0,14.0,15.3,16.1,12.3,14.4,40,40,40,40,40,68
8926,HOPE HS,609768.0,Network 11,Gender,Female,11th Grade,2014.0,15.2,15.0,15.1,14.4,14.9,53,53,53,53,53,68
8957,HUBBARD HS,609741.0,Network 10,Gender,Male,11th Grade,2014.0,16.6,19.2,18.2,16.5,17.6,236,236,236,236,236,65
8958,HUBBARD HS,609741.0,Network 10,Gender,Female,11th Grade,2014.0,16.5,17.8,16.9,16.2,16.9,204,204,204,204,204,65
8989,HYDE PARK HS,609713.0,Network 9,Gender,Male,11th Grade,2014.0,14.5,15.3,15.1,13.9,14.7,84,84,84,84,84,42
8990,HYDE PARK HS,609713.0,Network 9,Gender,Female,11th Grade,2014.0,15.7,15.9,16.6,15.6,16.0,119,119,119,119,119,42
9007,INFINITY HS,610384.0,Network 7,Gender,Male,11th Grade,2014.0,16.7,19.4,18.1,16.9,17.8,52,52,52,52,52,30
9008,INFINITY HS,610384.0,Network 7,Gender,Female,11th Grade,2014.0,17.9,19.8,18.2,17.6,18.4,49,50,50,49,49,30
9015,INSTITUTO - HEALTH,400104.0,Charter,Gender,Male,11th Grade,2014.0,16.0,17.5,18.5,15.5,16.9,54,54,54,53,53,31
9016,INSTITUTO - HEALTH,400104.0,Charter,Gender,Female,11th Grade,2014.0,18.1,17.6,18.2,17.1,17.8,96,96,96,95,95,31
9023,INSTITUTO - LOZANO HS,400148.0,Options,Gender,Male,11th Grade,2014.0,15.4,14.6,13.7,12.5,14.1,14,14,14,14,14,31
9024,INSTITUTO - LOZANO HS,400148.0,Options,Gender,Female,11th Grade,2014.0,15.3,14.8,15.2,12.5,14.4,13,13,13,13,13,31
9029,INSTITUTO - LOZANO MASTERY HS,400164.0,Options,Gender,Female,11th Grade,2014.0,14.6,15.4,14.4,13.1,14.4,11,11,11,11,11,31
9030,INSTITUTO - LOZANO MASTERY HS,400164.0,Options,Gender,Male,11th Grade,2014.0,14.5,16.1,16.4,15.8,15.7,13,13,13,13,13,31
9043,JEFFERSON HS,609783.0,Network 11,Gender,Female,11th Grade,2014.0,,,,,,1,1,1,1,1,28
9044,JEFFERSON HS,609783.0,Network 11,Gender,Male,11th Grade,2014.0,,,,,,1,1,1,1,1,28
9076,JONES HS,609678.0,ISP,Gender,Male,11th Grade,2014.0,27.3,27.3,26.9,27.2,27.1,77,77,77,77,77,32
9077,JONES HS,609678.0,ISP,Gender,Female,11th Grade,2014.0,27.5,25.9,24.6,27.1,26.3,129,129,129,129,129,32
9108,JUAREZ HS,609764.0,ISP,Gender,Male,11th Grade,2014.0,15.6,17.0,16.7,15.3,16.2,174,174,174,172,172,31
9109,JUAREZ HS,609764.0,ISP,Gender,Female,11th Grade,2014.0,16.5,16.7,16.8,16.2,16.6,217,217,217,211,211,31
9140,JULIAN HS,609762.0,Network 13,Gender,Female,11th Grade,2014.0,15.4,15.5,15.5,14.7,15.3,132,132,132,132,132,73
9141,JULIAN HS,609762.0,Network 13,Gender,Male,11th Grade,2014.0,14.5,15.4,15.1,13.5,14.6,103,103,103,103,103,73
9172,KELLY HS,609715.0,Network 8,Gender,Female,11th Grade,2014.0,16.2,17.5,16.3,16.6,16.7,267,267,267,267,267,58
9173,KELLY HS,609715.0,Network 8,Gender,Male,11th Grade,2014.0,16.1,17.9,16.8,16.3,16.8,278,278,278,278,278,58
9204,KELVYN PARK HS,609716.0,Network 4,Gender,Female,11th Grade,2014.0,16.0,15.6,15.5,15.3,15.6,121,121,121,121,121,20
9205,KELVYN PARK HS,609716.0,Network 4,Gender,Male,11th Grade,2014.0,15.5,16.3,16.9,15.0,15.9,122,122,122,122,122,20
9236,KENNEDY HS,609718.0,Network 10,Gender,Female,11th Grade,2014.0,19.5,18.7,18.3,20.3,19.2,164,164,164,164,164,56
9237,KENNEDY HS,609718.0,Network 10,Gender,Male,11th Grade,2014.0,17.2,18.2,17.8,17.1,17.6,138,140,140,140,138,56
9268,KENWOOD HS,609746.0,Network 9,Gender,Male,11th Grade,2014.0,19.0,19.7,19.9,19.2,19.5,150,150,150,150,150,39
9269,KENWOOD HS,609746.0,Network 9,Gender,Female,11th Grade,2014.0,19.5,19.4,19.5,19.3,19.4,211,211,211,211,211,39
9294,KING HS,609751.0,Network 9,Gender,Male,11th Grade,2014.0,19.5,19.8,20.1,20.5,20.0,75,75,75,75,75,39
